"","GID_2","value"
"1924","USA.39.40_1",82
"1925","USA.39.41_1",170
"1926","USA.39.42_1",59
"1927","USA.39.43_1",223
"1928","USA.39.44_1",128
"1929","USA.39.45_1",43
"1930","USA.39.46_1",174
"1931","USA.39.47_1",50
"1932","USA.39.48_1",101
"1933","USA.39.49_1",135
"1934","USA.39.50_1",121
"1935","USA.39.51_1",4
"1936","USA.39.52_1",13
"1937","USA.39.53_1",92
"1938","USA.39.54_1",145
"1939","USA.39.55_1",250
"1940","USA.39.56_1",233
"1941","USA.39.57_1",18
"1942","USA.39.58_1",109
"1943","USA.39.59_1",161
"1944","USA.39.60_1",167
"1945","USA.39.61_1",70
"1946","USA.39.62_1",74
"1947","USA.39.63_1",267
"1948","USA.39.64_1",93
"1949","USA.39.65_1",206
"1950","USA.39.66_1",72
"1951","USA.39.67_1",411
"1952","USA.42.1_1",21
"1953","USA.42.2_1",43
"1954","USA.42.3_1",6
"1955","USA.42.4_1",11
"1956","USA.42.5_1",57
"1957","USA.42.6_1",45
"1958","USA.42.7_1",18
"1959","USA.42.8_1",2
"1960","USA.42.9_1",63
"1961","USA.42.10_1",3
"1962","USA.42.11_1",28
"1963","USA.42.12_1",26
"1964","USA.42.13_1",22
"1965","USA.42.14_1",53
"1966","USA.42.15_1",12
"1967","USA.42.16_1",58
"1968","USA.42.17_1",34
"1969","USA.42.18_1",27
"1970","USA.42.19_1",35
"1971","USA.42.20_1",10
"1972","USA.42.21_1",26
"1973","USA.42.22_1",11
"1974","USA.42.23_1",64
"1975","USA.42.24_1",16
"1976","USA.42.25_1",46
"1977","USA.42.26_1",26
"1978","USA.42.27_1",10
"1979","USA.42.28_1",34
"1980","USA.42.29_1",8
"1981","USA.42.30_1",32
"1982","USA.42.31_1",19
"1983","USA.42.32_1",51
"1984","USA.42.33_1",38
"1985","USA.42.34_1",8
"1986","USA.42.35_1",16
"1987","USA.42.36_1",10
"1988","USA.42.37_1",3
"1989","USA.42.38_1",29
"1990","USA.42.39_1",12
"1991","USA.42.40_1",32
"1992","USA.42.41_1",73
"1993","USA.42.42_1",13
"1994","USA.42.43_1",19
"1995","USA.42.44_1",48
"1996","USA.42.45_1",25
"1997","USA.42.46_1",97
"1998","USA.42.47_1",14
"1999","USA.42.48_1",10
"2000","USA.42.49_1",80
"2001","USA.42.50_1",38
"2002","USA.42.51_1",110
"2003","USA.42.52_1",23
"2004","USA.42.53_1",2
"2005","USA.42.54_1",28
"2006","USA.42.55_1",23
"2007","USA.42.56_1",0
"2008","USA.42.57_1",18
"2009","USA.42.58_1",9
"2010","USA.42.59_1",6
"2011","USA.42.60_1",10
"2012","USA.42.61_1",18
"2013","USA.42.62_1",34
"2014","USA.42.63_1",21
"2015","USA.42.64_1",9
"2016","USA.42.65_1",37
"2017","USA.42.66_1",8
"2018","USA.43.1_1",87
"2019","USA.43.2_1",155
"2020","USA.43.3_1",84
"2021","USA.43.4_1",80
"2022","USA.43.5_1",187
"2023","USA.43.6_1",137
"2024","USA.43.7_1",51
"2025","USA.43.8_1",105
"2026","USA.43.9_1",73
"2027","USA.43.10_1",65
"2028","USA.43.11_1",79
"2029","USA.43.12_1",46
"2030","USA.43.13_1",104
"2031","USA.43.14_1",50
"2032","USA.43.15_1",106
"2033","USA.43.16_1",109
"2034","USA.43.17_1",21
"2035","USA.43.18_1",166
"2036","USA.43.19_1",60
"2037","USA.43.20_1",42
"2038","USA.43.21_1",78
"2039","USA.43.22_1",186
"2040","USA.43.23_1",31
"2041","USA.43.24_1",91
"2042","USA.43.25_1",97
"2043","USA.43.26_1",94
"2044","USA.43.27_1",44
"2045","USA.43.28_1",187
"2046","USA.43.29_1",108
"2047","USA.43.30_1",330
"2048","USA.43.31_1",53
"2049","USA.43.32_1",65
"2050","USA.43.33_1",116
"2051","USA.43.34_1",45
"2052","USA.43.35_1",70
"2053","USA.43.36_1",54
"2054","USA.43.37_1",219
"2055","USA.43.38_1",14
"2056","USA.43.39_1",65
"2057","USA.43.40_1",93
"2058","USA.43.41_1",127
"2059","USA.43.42_1",42
"2060","USA.43.43_1",93
"2061","USA.43.44_1",91
"2062","USA.43.45_1",120
"2063","USA.43.46_1",53
"2064","USA.43.47_1",169
"2065","USA.43.48_1",0
"2066","USA.43.49_1",26
"2067","USA.43.50_1",207
"2068","USA.43.51_1",61
"2069","USA.43.52_1",212
"2070","USA.43.53_1",121
"2071","USA.43.54_1",92
"2072","USA.43.55_1",50
"2073","USA.43.56_1",77
"2074","USA.43.57_1",159
"2075","USA.43.58_1",258
"2076","USA.43.59_1",198
"2077","USA.43.60_1",65
"2078","USA.43.61_1",35
"2079","USA.43.62_1",130
"2080","USA.43.63_1",116
"2081","USA.43.64_1",40
"2082","USA.43.65_1",80
"2083","USA.43.66_1",36
"2084","USA.43.67_1",145
"2085","USA.43.68_1",46
"2086","USA.43.69_1",25
"2087","USA.43.70_1",74
"2088","USA.43.71_1",152
"2089","USA.43.72_1",58
"2090","USA.43.73_1",129
"2091","USA.43.74_1",179
"2092","USA.43.75_1",251
"2093","USA.43.76_1",41
"2094","USA.43.77_1",35
"2095","USA.43.78_1",73
"2096","USA.43.79_1",80
"2097","USA.43.80_1",107
"2098","USA.43.81_1",46
"2099","USA.43.82_1",177
"2100","USA.43.83_1",211
"2101","USA.43.84_1",51
"2102","USA.43.85_1",37
"2103","USA.43.86_1",17
"2104","USA.43.87_1",78
"2105","USA.43.88_1",68
"2106","USA.43.89_1",153
"2107","USA.43.90_1",204
"2108","USA.43.91_1",92
"2109","USA.43.92_1",70
"2110","USA.43.93_1",133
"2111","USA.43.94_1",169
"2112","USA.43.95_1",289
"2113","USA.44.1_1",243
"2114","USA.44.2_1",29
"2115","USA.44.3_1",156
"2116","USA.44.4_1",18
"2117","USA.44.5_1",41
"2118","USA.44.6_1",7
"2119","USA.44.7_1",195
"2120","USA.44.8_1",234
"2121","USA.44.9_1",15
"2122","USA.44.10_1",160
"2123","USA.44.11_1",298
"2124","USA.44.12_1",10
"2125","USA.44.13_1",94
"2126","USA.44.14_1",430
"2127","USA.44.15_1",365
"2128","USA.44.16_1",123
"2129","USA.44.17_1",4
"2130","USA.44.18_1",222
"2131","USA.44.19_1",175
"2132","USA.44.20_1",459
"2133","USA.44.21_1",114
"2134","USA.44.22_1",21
"2135","USA.44.23_1",3
"2136","USA.44.24_1",21
"2137","USA.44.25_1",215
"2138","USA.44.26_1",218
"2139","USA.44.27_1",313
"2140","USA.44.28_1",162
"2141","USA.44.29_1",46
"2142","USA.44.30_1",154
"2143","USA.44.31_1",197
"2144","USA.44.32_1",80
"2145","USA.44.33_1",14
"2146","USA.44.34_1",193
"2147","USA.44.35_1",7
"2148","USA.44.36_1",79
"2149","USA.44.37_1",189
"2150","USA.44.38_1",8
"2151","USA.44.39_1",86
"2152","USA.44.40_1",4
"2153","USA.44.41_1",22
"2154","USA.44.42_1",83
"2155","USA.44.43_1",599
"2156","USA.44.44_1",7
"2157","USA.44.45_1",133
"2158","USA.44.46_1",201
"2159","USA.44.47_1",173
"2160","USA.44.48_1",14
"2161","USA.44.49_1",338
"2162","USA.44.50_1",274
"2163","USA.44.51_1",11
"2164","USA.44.52_1",6
"2165","USA.44.53_1",4
"2166","USA.44.54_1",14
"2167","USA.44.55_1",6
"2168","USA.44.56_1",7
"2169","USA.44.57_1",132
"2170","USA.44.58_1",17
"2171","USA.44.59_1",16
"2172","USA.44.60_1",41
"2173","USA.44.61_1",571
"2174","USA.44.62_1",122
"2175","USA.44.63_1",21
"2176","USA.44.64_1",13
"2177","USA.44.65_1",15
"2178","USA.44.66_1",49
"2179","USA.44.67_1",163
"2180","USA.44.68_1",35
"2181","USA.44.69_1",25
"2182","USA.44.70_1",96
"2183","USA.44.71_1",515
"2184","USA.44.72_1",319
"2185","USA.44.73_1",132
"2186","USA.44.74_1",322
"2187","USA.44.75_1",223
"2188","USA.44.76_1",41
"2189","USA.44.77_1",15
"2190","USA.44.78_1",6
"2191","USA.44.79_1",136
"2192","USA.44.80_1",119
"2193","USA.44.81_1",144
"2194","USA.44.82_1",59
"2195","USA.44.83_1",40
"2196","USA.44.84_1",147
"2197","USA.44.85_1",15
"2198","USA.44.86_1",253
"2199","USA.44.87_1",7
"2200","USA.44.88_1",132
"2201","USA.44.89_1",215
"2202","USA.44.90_1",34
"2203","USA.44.91_1",453
"2204","USA.44.92_1",109
"2205","USA.44.93_1",208
"2206","USA.44.94_1",429
"2207","USA.44.95_1",16
"2208","USA.44.96_1",8
"2209","USA.44.97_1",95
"2210","USA.44.98_1",3
"2211","USA.44.99_1",6
"2212","USA.44.100_1",205
"2213","USA.44.101_1",334
"2214","USA.44.102_1",172
"2215","USA.44.103_1",8
"2216","USA.44.104_1",14
"2217","USA.44.105_1",197
"2218","USA.44.106_1",11
"2219","USA.44.107_1",355
"2220","USA.44.108_1",369
"2221","USA.44.109_1",329
"2222","USA.44.110_1",40
"2223","USA.44.111_1",210
"2224","USA.44.112_1",316
"2225","USA.44.113_1",118
"2226","USA.44.114_1",28
"2227","USA.44.115_1",11
"2228","USA.44.116_1",763
"2229","USA.44.117_1",34
"2230","USA.44.118_1",26
"2231","USA.44.119_1",103
"2232","USA.44.120_1",77
"2233","USA.44.121_1",245
"2234","USA.44.122_1",18
"2235","USA.44.123_1",109
"2236","USA.44.124_1",20
"2237","USA.44.125_1",126
"2238","USA.44.126_1",691
"2239","USA.44.127_1",125
"2240","USA.44.128_1",56
"2241","USA.44.129_1",540
"2242","USA.44.130_1",261
"2243","USA.44.131_1",1
"2244","USA.44.132_1",3
"2245","USA.44.133_1",204
"2246","USA.44.134_1",46
"2247","USA.44.135_1",0
"2248","USA.44.136_1",7
"2249","USA.44.137_1",38
"2250","USA.44.138_1",22
"2251","USA.44.139_1",26
"2252","USA.44.140_1",269
"2253","USA.44.141_1",37
"2254","USA.44.142_1",178
"2255","USA.44.143_1",242
"2256","USA.44.144_1",150
"2257","USA.44.145_1",173
"2258","USA.44.146_1",278
"2259","USA.44.147_1",138
"2260","USA.44.148_1",17
"2261","USA.44.149_1",98
"2262","USA.44.150_1",49
"2263","USA.44.151_1",0
"2264","USA.44.152_1",155
"2265","USA.44.153_1",6
"2266","USA.44.154_1",89
"2267","USA.44.155_1",43
"2268","USA.44.156_1",16
"2269","USA.44.157_1",58
"2270","USA.44.158_1",60
"2271","USA.44.159_1",63
"2272","USA.44.160_1",44
"2273","USA.44.161_1",575
"2274","USA.44.162_1",8
"2275","USA.44.163_1",322
"2276","USA.44.164_1",13
"2277","USA.44.165_1",66
"2278","USA.44.166_1",265
"2279","USA.44.167_1",80
"2280","USA.44.168_1",19
"2281","USA.44.169_1",264
"2282","USA.44.170_1",316
"2283","USA.44.171_1",15
"2284","USA.44.172_1",47
"2285","USA.44.173_1",7
"2286","USA.44.174_1",266
"2287","USA.44.175_1",290
"2288","USA.44.176_1",111
"2289","USA.44.177_1",34
"2290","USA.44.178_1",66
"2291","USA.44.179_1",6
"2292","USA.44.180_1",6
"2293","USA.44.181_1",167
"2294","USA.44.182_1",204
"2295","USA.44.183_1",115
"2296","USA.44.184_1",986
"2297","USA.44.185_1",7
"2298","USA.44.186_1",24
"2299","USA.44.187_1",132
"2300","USA.44.188_1",35
"2301","USA.44.189_1",6
"2302","USA.44.190_1",121
"2303","USA.44.191_1",143
"2304","USA.44.192_1",12
"2305","USA.44.193_1",29
"2306","USA.44.194_1",81
"2307","USA.44.195_1",9
"2308","USA.44.196_1",52
"2309","USA.44.197_1",2
"2310","USA.44.198_1",183
"2311","USA.44.199_1",96
"2312","USA.44.200_1",46
"2313","USA.44.201_1",221
"2314","USA.44.202_1",34
"2315","USA.44.203_1",70
"2316","USA.44.204_1",133
"2317","USA.44.205_1",75
"2318","USA.44.206_1",80
"2319","USA.44.207_1",32
"2320","USA.44.208_1",54
"2321","USA.44.209_1",23
"2322","USA.44.210_1",202
"2323","USA.44.211_1",4
"2324","USA.44.212_1",491
"2325","USA.44.213_1",54
"2326","USA.44.214_1",141
"2327","USA.44.215_1",47
"2328","USA.44.216_1",1
"2329","USA.44.217_1",16
"2330","USA.44.218_1",19
"2331","USA.44.219_1",15
"2332","USA.44.220_1",219
"2333","USA.44.221_1",210
"2334","USA.44.222_1",5
"2335","USA.44.223_1",17
"2336","USA.44.224_1",8
"2337","USA.44.225_1",134
"2338","USA.44.226_1",211
"2339","USA.44.227_1",167
"2340","USA.44.228_1",51
"2341","USA.44.229_1",174
"2342","USA.44.230_1",282
"2343","USA.44.231_1",12
"2344","USA.44.232_1",61
"2345","USA.44.233_1",44
"2346","USA.44.234_1",521
"2347","USA.44.235_1",182
"2348","USA.44.236_1",217
"2349","USA.44.237_1",265
"2350","USA.44.238_1",1
"2351","USA.44.239_1",195
"2352","USA.44.240_1",55
"2353","USA.44.241_1",93
"2354","USA.44.242_1",20
"2355","USA.44.243_1",106
"2356","USA.44.244_1",28
"2357","USA.44.245_1",42
"2358","USA.44.246_1",394
"2359","USA.44.247_1",348
"2360","USA.44.248_1",4
"2361","USA.44.249_1",718
"2362","USA.44.250_1",268
"2363","USA.44.251_1",10
"2364","USA.44.252_1",99
"2365","USA.44.253_1",16
"2366","USA.44.254_1",19
"2367","USA.45.1_1",37
"2368","USA.45.2_1",178
"2369","USA.45.3_1",211
"2370","USA.45.4_1",78
"2371","USA.45.5_1",5
"2372","USA.45.6_1",81
"2373","USA.45.7_1",170
"2374","USA.45.8_1",97
"2375","USA.45.9_1",43
"2376","USA.45.10_1",14
"2377","USA.45.11_1",103
"2378","USA.45.12_1",54
"2379","USA.45.13_1",23
"2380","USA.45.14_1",44
"2381","USA.45.15_1",59
"2382","USA.45.16_1",14
"2383","USA.45.17_1",20
"2384","USA.45.18_1",126
"2385","USA.45.19_1",148
"2386","USA.45.20_1",180
"2387","USA.45.21_1",109
"2388","USA.45.22_1",112
"2389","USA.45.23_1",156
"2390","USA.45.24_1",189
"2391","USA.45.25_1",493
"2392","USA.45.26_1",101
"2393","USA.45.27_1",106
"2394","USA.45.28_1",20
"2395","USA.45.29_1",215
"2396","USA.48.1_1",21
"2397","USA.48.2_1",34
"2398","USA.48.3_1",253
"2399","USA.48.4_1",44
"2400","USA.48.5_1",119
"2401","USA.48.6_1",501
"2402","USA.48.7_1",27
"2403","USA.48.8_1",67
"2404","USA.48.9_1",34
"2405","USA.48.10_1",29
"2406","USA.48.11_1",82
"2407","USA.48.12_1",10
"2408","USA.48.13_1",81
"2409","USA.48.14_1",102
"2410","USA.48.15_1",122
"2411","USA.48.16_1",30
"2412","USA.48.17_1",385
"2413","USA.48.18_1",214
"2414","USA.48.19_1",109
"2415","USA.48.20_1",119
"2416","USA.48.21_1",373
"2417","USA.48.22_1",31
"2418","USA.48.23_1",95
"2419","USA.48.24_1",148
"2420","USA.48.25_1",38
"2421","USA.48.26_1",39
"2422","USA.48.27_1",423
"2423","USA.48.28_1",68
"2424","USA.48.29_1",161
"2425","USA.48.30_1",33
"2426","USA.48.31_1",412
"2427","USA.48.32_1",501
"2428","USA.48.33_1",216
"2429","USA.48.34_1",258
"2430","USA.48.35_1",27
"2431","USA.48.36_1",100
"2432","USA.48.37_1",357
"2433","USA.48.38_1",91
"2434","USA.48.39_1",336
"2435","USA.50.1_1",64
"2436","USA.50.2_1",51
"2437","USA.50.3_1",201
"2438","USA.50.4_1",76
"2439","USA.50.5_1",143
"2440","USA.50.6_1",127
"2441","USA.50.7_1",65
"2442","USA.50.8_1",62
"2443","USA.50.9_1",214
"2444","USA.50.10_1",466
"2445","USA.50.11_1",183
"2446","USA.50.12_1",100
"2447","USA.50.13_1",355
"2448","USA.50.14_1",206
"2449","USA.50.15_1",92
"2450","USA.50.16_1",42
"2451","USA.50.17_1",167
"2452","USA.50.18_1",165
"2453","USA.50.19_1",21
"2454","USA.50.20_1",104
"2455","USA.50.21_1",15
"2456","USA.50.22_1",249
"2457","USA.50.23_1",265
"2458","USA.50.24_1",104
"2459","USA.50.25_1",167
"2460","USA.50.26_1",18
"2461","USA.50.27_1",101
"2462","USA.50.28_1",151
"2463","USA.50.29_1",101
"2464","USA.50.30_1",79
"2465","USA.50.31_1",64
"2466","USA.50.32_1",92
"2467","USA.50.33_1",136
"2468","USA.50.34_1",0
"2469","USA.50.35_1",0
"2470","USA.50.36_1",52
"2471","USA.50.37_1",83
"2472","USA.50.38_1",141
"2473","USA.50.39_1",341
"2474","USA.50.40_1",89
"2475","USA.50.41_1",104
"2476","USA.50.42_1",0
"2477","USA.50.43_1",16
"2478","USA.50.44_1",245
"2479","USA.50.45_1",148
"2480","USA.50.46_1",39
"2481","USA.50.47_1",122
"2482","USA.50.48_1",42
"2483","USA.50.49_1",51
"2484","USA.50.50_1",195
"2485","USA.50.51_1",189
"2486","USA.50.52_1",198
"2487","USA.50.53_1",50
"2488","USA.50.54_1",125
"2489","USA.50.55_1",119
"2490","USA.50.56_1",190
"2491","USA.50.57_1",86
"2492","USA.50.58_1",164
"2493","USA.50.59_1",225
"2494","USA.50.60_1",42
"2495","USA.50.61_1",134
"2496","USA.50.62_1",134
"2497","USA.50.63_1",155
"2498","USA.50.64_1",167
"2499","USA.50.65_1",347
"2500","USA.50.66_1",8
"2501","USA.50.67_1",182
"2502","USA.50.68_1",75
"2503","USA.50.69_1",121
"2504","USA.50.70_1",113
"2505","USA.50.71_1",184
"2506","USA.50.72_1",101
"2507","USA.50.73_1",111
"2508","USA.50.74_1",205
"2509","USA.51.1_1",72
"2510","USA.51.2_1",17
"2511","USA.51.3_1",96
"2512","USA.51.4_1",22
"2513","USA.51.5_1",45
"2514","USA.51.6_1",47
"2515","USA.51.7_1",126
"2516","USA.51.8_1",67
"2517","USA.51.9_1",0
"2518","USA.51.10_1",48
"2519","USA.51.11_1",128
"2520","USA.51.12_1",62
"2521","USA.51.13_1",91
"2522","USA.51.14_1",15
"2523","USA.51.15_1",116
"2524","USA.51.16_1",66
"2525","USA.51.17_1",86
"2526","USA.51.18_1",31
"2527","USA.51.19_1",15
"2528","USA.51.20_1",9
"2529","USA.51.21_1",58
"2530","USA.51.22_1",33
"2531","USA.51.23_1",51
"2532","USA.1.1_1",44
"2533","USA.1.2_1",150
"2534","USA.1.3_1",89
"2535","USA.1.4_1",43
"2536","USA.1.5_1",223
"2537","USA.1.6_1",14
"2538","USA.1.7_1",92
"2539","USA.1.8_1",123
"2540","USA.1.9_1",68
"2541","USA.1.10_1",127
"2542","USA.1.11_1",97
"2543","USA.1.12_1",19
"2544","USA.1.13_1",51
"2545","USA.1.14_1",108
"2546","USA.1.15_1",65
"2547","USA.1.16_1",116
"2548","USA.1.17_1",60
"2549","USA.1.18_1",34
"2550","USA.1.19_1",16
"2551","USA.1.20_1",125
"2552","USA.1.21_1",80
"2553","USA.1.22_1",343
"2554","USA.1.23_1",103
"2555","USA.1.24_1",19
"2556","USA.1.25_1",0
"2557","USA.1.26_1",64
"2558","USA.1.27_1",43
"2559","USA.1.28_1",160
"2560","USA.1.29_1",30
"2561","USA.1.30_1",139
"2562","USA.1.31_1",105
"2563","USA.1.32_1",17
"2564","USA.1.33_1",38
"2565","USA.1.34_1",46
"2566","USA.1.35_1",75
"2567","USA.1.36_1",172
"2568","USA.1.37_1",88
"2569","USA.1.38_1",31
"2570","USA.1.39_1",160
"2571","USA.1.40_1",197
"2572","USA.1.41_1",78
"2573","USA.1.42_1",138
"2574","USA.1.43_1",42
"2575","USA.1.44_1",34
"2576","USA.1.45_1",141
"2577","USA.1.46_1",37
"2578","USA.1.47_1",119
"2579","USA.1.48_1",237
"2580","USA.1.49_1",118
"2581","USA.1.50_1",26
"2582","USA.1.51_1",44
"2583","USA.1.52_1",205
"2584","USA.1.53_1",29
"2585","USA.1.54_1",86
"2586","USA.1.55_1",94
"2587","USA.1.56_1",151
"2588","USA.1.57_1",46
"2589","USA.1.58_1",0
"2590","USA.1.59_1",80
"2591","USA.1.60_1",13
"2592","USA.1.61_1",83
"2593","USA.1.62_1",55
"2594","USA.1.63_1",86
"2595","USA.1.64_1",128
"2596","USA.1.65_1",65
"2597","USA.1.66_1",22
"2598","USA.1.67_1",56
"2599","USA.2.1_1",0
"2600","USA.2.2_1",0
"2601","USA.2.3_1",100
"2602","USA.2.4_1",0
"2603","USA.2.5_1",0
"2604","USA.2.6_1",0
"2605","USA.2.7_1",0
"2606","USA.2.8_1",0
"2607","USA.2.9_1",0
"2608","USA.2.10_1",18
"2609","USA.2.11_1",0
"2610","USA.2.12_1",0
"2611","USA.2.13_1",0
"2612","USA.2.14_1",0
"2613","USA.2.15_1",0
"2614","USA.2.16_1",0
"2615","USA.2.17_1",0
"2616","USA.2.18_1",0
"2617","USA.2.19_1",0
"2618","USA.2.20_1",0
"2619","USA.2.21_1",0
"2620","USA.2.22_1",0
"2621","USA.2.23_1",0
"2622","USA.2.24_1",0
"2623","USA.2.25_1",0
"2624","USA.2.26_1",0
"2625","USA.17.1_1",27
"2626","USA.17.2_1",48
"2627","USA.17.3_1",65
"2628","USA.17.4_1",13
"2629","USA.17.5_1",13
"2630","USA.17.6_1",54
"2631","USA.17.7_1",36
"2632","USA.17.8_1",232
"2633","USA.17.9_1",4
"2634","USA.17.10_1",38
"2635","USA.17.11_1",74
"2636","USA.17.12_1",15
"2637","USA.17.13_1",8
"2638","USA.17.14_1",33
"2639","USA.17.15_1",16
"2640","USA.17.16_1",63
"2641","USA.17.17_1",3
"2642","USA.17.18_1",82
"2643","USA.17.19_1",93
"2644","USA.17.20_1",10
"2645","USA.17.21_1",56
"2646","USA.17.22_1",20
"2647","USA.17.23_1",179
"2648","USA.17.24_1",3
"2649","USA.17.25_1",24
"2650","USA.17.26_1",44
"2651","USA.17.27_1",19
"2652","USA.17.28_1",27
"2653","USA.17.29_1",23
"2654","USA.17.30_1",133
"2655","USA.17.31_1",25
"2656","USA.17.32_1",11
"2657","USA.17.33_1",19
"2658","USA.17.34_1",4
"2659","USA.17.35_1",21
"2660","USA.17.36_1",0
"2661","USA.17.37_1",45
"2662","USA.17.38_1",4
"2663","USA.17.39_1",21
"2664","USA.17.40_1",71
"2665","USA.17.41_1",6
"2666","USA.17.42_1",13
"2667","USA.17.43_1",68
"2668","USA.17.44_1",118
"2669","USA.17.45_1",18
"2670","USA.17.46_1",116
"2671","USA.17.47_1",20
"2672","USA.17.48_1",48
"2673","USA.17.49_1",14
"2674","USA.17.50_1",100
"2675","USA.17.51_1",3
"2676","USA.17.52_1",192
"2677","USA.17.53_1",17
"2678","USA.17.54_1",71
"2679","USA.17.55_1",23
"2680","USA.17.56_1",74
"2681","USA.17.57_1",56
"2682","USA.17.58_1",28
"2683","USA.17.59_1",78
"2684","USA.17.60_1",25
"2685","USA.17.61_1",239
"2686","USA.17.62_1",23
"2687","USA.17.63_1",97
"2688","USA.17.64_1",37
"2689","USA.17.65_1",16
"2690","USA.17.66_1",47
"2691","USA.17.67_1",67
"2692","USA.17.68_1",8
"2693","USA.17.69_1",19
"2694","USA.17.70_1",106
"2695","USA.17.71_1",9
"2696","USA.17.72_1",38
"2697","USA.17.73_1",8
"2698","USA.17.74_1",36
"2699","USA.17.75_1",84
"2700","USA.17.76_1",20
"2701","USA.17.77_1",9
"2702","USA.17.78_1",155
"2703","USA.17.79_1",11
"2704","USA.17.80_1",29
"2705","USA.17.81_1",55
"2706","USA.17.82_1",9
"2707","USA.17.83_1",14
"2708","USA.17.84_1",20
"2709","USA.17.85_1",38
"2710","USA.17.86_1",11
"2711","USA.17.87_1",129
"2712","USA.17.88_1",20
"2713","USA.17.89_1",104
"2714","USA.17.90_1",15
"2715","USA.17.91_1",18
"2716","USA.17.92_1",25
"2717","USA.17.93_1",16
"2718","USA.17.94_1",1
"2719","USA.17.95_1",19
"2720","USA.17.96_1",104
"2721","USA.17.97_1",38
"2722","USA.17.98_1",7
"2723","USA.17.99_1",57
"2724","USA.17.100_1",6
"2725","USA.17.101_1",24
"2726","USA.17.102_1",5
"2727","USA.17.103_1",25
"2728","USA.17.104_1",21
"2729","USA.17.105_1",26
"2730","USA.18.1_1",176
"2731","USA.18.2_1",157
"2732","USA.18.3_1",165
"2733","USA.18.4_1",42
"2734","USA.18.5_1",169
"2735","USA.18.6_1",80
"2736","USA.18.7_1",14
"2737","USA.18.8_1",112
"2738","USA.18.9_1",120
"2739","USA.18.10_1",45
"2740","USA.18.11_1",63
"2741","USA.18.12_1",66
"2742","USA.18.13_1",26
"2743","USA.18.14_1",137
"2744","USA.18.15_1",110
"2745","USA.18.16_1",83
"2746","USA.18.17_1",44
"2747","USA.18.18_1",62
"2748","USA.18.19_1",93
"2749","USA.18.20_1",32
"2750","USA.18.21_1",20
"2751","USA.18.22_1",117
"2752","USA.18.23_1",114
"2753","USA.18.24_1",131
"2754","USA.18.25_1",100
"2755","USA.18.26_1",34
"2756","USA.18.27_1",37
"2757","USA.18.28_1",59
"2758","USA.18.29_1",71
"2759","USA.18.30_1",99
"2760","USA.18.31_1",98
"2761","USA.18.32_1",57
"2762","USA.18.33_1",43
"2763","USA.18.34_1",85
"2764","USA.18.35_1",79
"2765","USA.18.36_1",10
"2766","USA.18.37_1",90
"2767","USA.18.38_1",12
"2768","USA.18.39_1",37
"2769","USA.18.40_1",62
"2770","USA.18.41_1",106
"2771","USA.18.42_1",153
"2772","USA.18.43_1",183
"2773","USA.18.44_1",95
"2774","USA.18.45_1",77
"2775","USA.18.46_1",63
"2776","USA.18.47_1",193
"2777","USA.18.48_1",12
"2778","USA.18.49_1",148
"2779","USA.18.50_1",220
"2780","USA.18.51_1",28
"2781","USA.18.52_1",88
"2782","USA.18.53_1",36
"2783","USA.18.54_1",102
"2784","USA.18.55_1",69
"2785","USA.18.56_1",52
"2786","USA.18.57_1",96
"2787","USA.18.58_1",67
"2788","USA.18.59_1",67
"2789","USA.18.60_1",10
"2790","USA.18.61_1",56
"2791","USA.18.62_1",116
"2792","USA.18.63_1",156
"2793","USA.18.64_1",57
"2794","USA.18.65_1",33
"2795","USA.18.66_1",13
"2796","USA.18.67_1",30
"2797","USA.18.68_1",63
"2798","USA.18.69_1",124
"2799","USA.18.70_1",43
"2800","USA.18.71_1",99
"2801","USA.18.72_1",25
"2802","USA.18.73_1",207
"2803","USA.18.74_1",38
"2804","USA.18.75_1",62
"2805","USA.18.76_1",86
"2806","USA.18.77_1",11
"2807","USA.18.78_1",40
"2808","USA.18.79_1",36
"2809","USA.18.80_1",29
"2810","USA.18.81_1",65
"2811","USA.18.82_1",102
"2812","USA.18.83_1",23
"2813","USA.18.84_1",141
"2814","USA.18.85_1",86
"2815","USA.18.86_1",54
"2816","USA.18.87_1",63
"2817","USA.18.88_1",64
"2818","USA.18.89_1",48
"2819","USA.18.90_1",213
"2820","USA.18.91_1",58
"2821","USA.18.92_1",101
"2822","USA.18.93_1",85
"2823","USA.18.94_1",105
"2824","USA.18.95_1",8
"2825","USA.18.96_1",131
"2826","USA.18.97_1",13
"2827","USA.18.98_1",16
"2828","USA.18.99_1",28
"2829","USA.18.100_1",191
"2830","USA.18.101_1",16
"2831","USA.18.102_1",75
"2832","USA.18.103_1",47
"2833","USA.18.104_1",57
"2834","USA.18.105_1",92
"2835","USA.18.106_1",198
"2836","USA.18.107_1",60
"2837","USA.18.108_1",79
"2838","USA.18.109_1",89
"2839","USA.18.110_1",80
"2840","USA.18.111_1",70
"2841","USA.18.112_1",53
"2842","USA.18.113_1",15
"2843","USA.18.114_1",177
"2844","USA.18.115_1",108
"2845","USA.18.116_1",74
"2846","USA.18.117_1",52
"2847","USA.18.118_1",104
"2848","USA.18.119_1",37
"2849","USA.18.120_1",54
"2850","USA.20.1_1",104
"2851","USA.20.2_1",133
"2852","USA.20.3_1",138
"2853","USA.20.4_1",80
"2854","USA.20.5_1",109
"2855","USA.20.6_1",134
